0,3,NHI,2010
1,3,ISIS,2010
2,3,TRV,2010
3,3,VCLK,2010
4,3,ILMN,2010
5,3,ERIE,2010
6,3,WOOF,2010
7,3,CR,2010
8,3,BAX,2010
9,3,ED,2010
10,3,CIK0,2010
11,3,PHM,2010
12,3,DAR,2010
13,3,UNM,2010
14,3,CLC,2010
15,3,BBBY,2010
16,3,HZC,2010
17,3,BPL,2010
18,3,SCG,2010
19,3,MGM,2010
20,3,TOL,2010
21,3,WRI,2010
22,3,MDR,2010
23,3,AMED,2010
24,3,GAS,2010
25,3,GBCI,2010
26,3,CAL,2010
27,3,KDN,2010
28,3,LSTR,2010
29,3,POWI,2010
30,3,EMC,2010
31,3,KCI,2010
32,3,ZMH,2010
33,3,GILD,2010
34,3,EW,2010
35,3,HOLX,2010
36,3,BHE,2010
37,3,TTC,2010
38,3,NEE,2010
39,3,JOE,2010
40,3,GHL,2010
41,3,UGI,2010
42,3,MSFT,2010
43,3,PCH,2010
44,3,PLCM,2010
45,3,TIN,2010
46,3,WYNN,2010
47,3,TSN,2010
48,3,CCL,2010
49,3,BBG,2010
50,3,WSM,2010
51,3,LBTYA,2010
52,3,ETE,2010
53,3,JEC,2010
54,3,HTS,2010
55,3,TIE,2010
56,3,ROL,2010
57,3,HTLD,2010
58,3,MD,2010
59,3,MEE,2010
60,3,MWV,2010
61,3,APD,2010
62,3,TECD,2010
63,3,HAE,2010
64,3,EIG,2010
65,3,IDA,2010
66,3,FLOW,2010
67,3,SSS,2010
68,3,CAG,2010
69,3,LNC,2010
70,3,CHH,2010
71,3,PXP,2010
72,3,ARLP,2010
73,3,XOM,2010
74,3,SPN,2010
75,3,OTEX,2010
76,3,DVA,2010
77,3,BG,2010
78,3,LPS,2010
79,3,LLY,2010
80,3,ADP,2010
81,3,IDCC,2010
82,3,DTE,2010
83,3,HME,2010
84,3,FTI,2010
85,3,CFFN,2010
86,3,BPOP,2010
87,3,CNC,2010
88,3,PNM,2010
89,3,AMN,2010
90,3,LOGI,2010
91,3,VMI,2010
92,3,KEY,2010
93,3,DISH,2010
94,3,HSC,2010
95,3,CHRS,2010
96,3,THG,2010
97,3,MWG,2010
98,3,EDGR,2010
99,3,BAC,2010
100,3,WLP,2010
101,3,DECK,2010
102,3,ICUI,2010
103,3,BLKB,2010
104,3,NUS,2010
105,3,HIBB,2010
106,3,GMCR,2010
