json_id,location,quarter,ticker,year
522,../archive/2017.QTR3/0001556766-17-000017.json,3,ALDW,2017
523,../archive/2017.QTR3/0001683168-17-002075.json,3,CCOP,2017
524,../archive/2017.QTR3/0000049196-17-000045.json,3,HBAN,2017
525,../archive/2017.QTR3/0001025996-17-000157.json,3,KRC,2017
526,../archive/2017.QTR3/0000040211-17-000049.json,3,GMT,2017
527,../archive/2017.QTR3/0001564590-17-015671.json,3,MCHX,2017
528,../archive/2017.QTR3/0001318482-17-000003.json,3,SGLDF,2017
529,../archive/2017.QTR3/0001640334-17-001579.json,3,LIEG,2017
530,../archive/2017.QTR3/0000089439-17-000042.json,3,MLI,2017
531,../archive/2017.QTR3/0001659173-17-000387.json,3,CAT9,2017
532,../archive/2017.QTR3/0001393311-17-000023.json,3,PSA,2017
533,../archive/2017.QTR3/0001472375-17-000079.json,3,IMAV,2017
534,../archive/2017.QTR3/0001214659-17-005598.json,3,BRRM,2017
535,../archive/2017.QTR3/0001546380-17-000025.json,3,SMG,2017
536,../archive/2017.QTR3/0001174947-17-001125.json,3,MSEX,2017
537,../archive/2017.QTR3/0001558370-17-006509.json,3,RBPA,2017
538,../archive/2017.QTR3/0001615774-17-004386.json,3,GOPH,2017
539,../archive/2017.QTR3/0001564590-17-015364.json,3,AREX,2017
540,../archive/2017.QTR3/0001564590-17-015734.json,3,INSY,2017
541,../archive/2017.QTR3/0001062993-17-003211.json,3,CPAH,2017
542,../archive/2017.QTR3/0001628280-17-007951.json,3,RHI,2017
543,../archive/2017.QTR3/0000930413-17-003184.json,3,REX,2017
544,../archive/2017.QTR3/0001144204-17-043181.json,3,INVT,2017
545,../archive/2017.QTR3/0001193125-17-241644.json,3,DO,2017
546,../archive/2017.QTR3/0000927628-17-000246.json,3,COF,2017
547,../archive/2017.QTR3/0000727920-17-000020.json,3,AXAEQ,2017
548,../archive/2017.QTR3/0001009626-17-000082.json,3,BRCD,2017
549,../archive/2017.QTR3/0001558370-17-006677.json,3,NEN,2017
550,../archive/2017.QTR3/0001104485-17-000081.json,3,NOG,2017
551,../archive/2017.QTR3/0001140361-17-029779.json,3,SMP,2017
552,../archive/2017.QTR3/0001558370-17-006227.json,3,PRAH,2017
553,../archive/2017.QTR3/0001079974-17-000386.json,3,HMTF,2017
554,../archive/2017.QTR3/0001171843-17-005023.json,3,TIL,2017
555,../archive/2017.QTR3/0001144204-17-037690.json,3,WPCS,2017
556,../archive/2017.QTR3/0001270436-17-000008.json,3,IFMI,2017
557,../archive/2017.QTR3/0001437749-17-014676.json,3,OTTW,2017
558,../archive/2017.QTR3/0000097745-17-000041.json,3,TMO,2017
559,../archive/2017.QTR3/0000827809-17-000038.json,3,AEGR,2017
560,../archive/2017.QTR3/0001213900-17-008360.json,3,NEOND,2017
561,../archive/2017.QTR3/0001052918-17-000440.json,3,AWGI,2017
562,../archive/2017.QTR3/0001615774-17-004851.json,3,ORFN,2017
563,../archive/2017.QTR3/0001144204-17-036828.json,3,CIK0001672754,2017
564,../archive/2017.QTR3/0000914025-17-000043.json,3,PLT,2017
