_c0,_c1,_c2,_c3,_c4
json_id,location,quarter,ticker,year
1116,../archive/2012.QTR3/0001140361-12-035760.json,3,SHEN,2012
1117,../archive/2012.QTR3/0001193125-12-333789.json,3,AWAY,2012
1118,../archive/2012.QTR3/0001445866-12-000546.json,3,DMPD,2012
1119,../archive/2012.QTR3/0001193125-12-339384.json,3,PHX,2012
1120,../archive/2012.QTR3/0001140361-12-035330.json,3,MRGE,2012
1121,../archive/2012.QTR3/0001193125-12-347831.json,3,MINI,2012
1122,../archive/2012.QTR3/0001437749-12-007963.json,3,SNWV,2012
1123,../archive/2012.QTR3/0001144326-12-000020.json,3,CIK0001166365,2012
1124,../archive/2012.QTR3/0001096906-12-001804.json,3,ESW,2012
1125,../archive/2012.QTR3/0001193125-12-403504.json,3,EGAN,2012
1126,../archive/2012.QTR3/0001193125-12-390445.json,3,TFCO,2012
1127,../archive/2012.QTR3/0001520007-12-000010.json,3,ADTO,2012
1128,../archive/2012.QTR3/0001437749-12-007430.json,3,JBHT,2012
1129,../archive/2012.QTR3/0001057758-12-000025.json,3,TWTC,2012
1130,../archive/2012.QTR3/0001171843-12-003067.json,3,CBLI,2012
1131,../archive/2012.QTR3/0000889348-12-000026.json,3,CVU,2012
1132,../archive/2012.QTR3/0001157523-12-004803.json,3,CFI,2012
1133,../archive/2012.QTR3/0001361658-12-000005.json,3,WYN,2012
1134,../archive/2012.QTR3/0001193125-12-329111.json,3,VLTR,2012
1135,../archive/2012.QTR3/0000925266-12-000004.json,3,DWSB,2012
1136,../archive/2012.QTR3/0001185185-12-001798.json,3,SRCO,2012
1137,../archive/2012.QTR3/0001104659-12-048098.json,3,AUGT,2012
1138,../archive/2012.QTR3/0000868271-12-000024.json,3,SVBI,2012
1139,../archive/2012.QTR3/0001096906-12-002044.json,3,GROTE,2012
1140,../archive/2012.QTR3/0000874766-12-000008.json,3,HIG,2012
1141,../archive/2012.QTR3/0001193125-12-344134.json,3,BK,2012
1142,../archive/2012.QTR3/0001468010-12-000092.json,3,SFR,2012
1143,../archive/2012.QTR3/0001193125-12-334236.json,3,SIRO,2012
1144,../archive/2012.QTR3/0001213900-12-004103.json,3,OVER,2012
1145,../archive/2012.QTR3/0001144204-12-042929.json,3,BKYF,2012
1146,../archive/2012.QTR3/0000106640-12-000029.json,3,WHR,2012
1147,../archive/2012.QTR3/0000006207-12-000020.json,3,AXR,2012
1148,../archive/2012.QTR3/0001157523-12-004415.json,3,RSTI,2012
1149,../archive/2012.QTR3/0001127371-12-000035.json,3,CVCY,2012
1150,../archive/2012.QTR3/0001193125-12-347718.json,3,FOSL,2012
1151,../archive/2012.QTR3/0001437749-12-006958.json,3,ETEC,2012
1152,../archive/2012.QTR3/0001193125-12-331937.json,3,IKAN,2012
1153,../archive/2012.QTR3/0001193125-12-354134.json,3,ADVC,2012
1154,../archive/2012.QTR3/0001104659-12-051606.json,3,OB,2012
1155,../archive/2012.QTR3/0001047469-12-009112.json,3,UNFI,2012
1156,../archive/2012.QTR3/0001445305-12-003002.json,3,OMN,2012
1157,../archive/2012.QTR3/0001193125-12-371503.json,3,CACI,2012
1158,../archive/2012.QTR3/0001096906-12-001957.json,3,ATCTIX,2012
1159,../archive/2012.QTR3/0001144204-12-043512.json,3,SOSTE,2012
1160,../archive/2012.QTR3/0000950159-12-000477.json,3,ATEA,2012
1161,../archive/2012.QTR3/0001477932-12-003143.json,3,ISLV,2012
1162,../archive/2012.QTR3/0001193125-12-380516.json,3,PIKE,2012
1163,../archive/2012.QTR3/0001004155-12-000084.json,3,NIGC,2012
1164,../archive/2012.QTR3/0001193125-12-338096.json,3,MANH,2012
1165,../archive/2012.QTR3/0001144204-12-045096.json,3,CONM,2012
1166,../archive/2012.QTR3/0001104659-12-056340.json,3,SCBT,2012
1167,../archive/2012.QTR3/0001213900-12-003853.json,3,CK0001527728,2012
1168,../archive/2012.QTR3/0001477932-12-002247.json,3,BIOSTEM,2012
1169,../archive/2012.QTR3/0000059478-12-000006.json,3,LLY,2012
1170,../archive/2012.QTR3/0001168220-12-000067.json,3,ULU,2012
1171,../archive/2012.QTR3/0001077048-12-000388.json,3,BOLC,2012
1172,../archive/2012.QTR3/0001193125-12-334959.json,3,EVBN,2012
1173,../archive/2012.QTR3/0001445305-12-002306.json,3,WTM,2012
1174,../archive/2012.QTR3/0001347815-12-000012.json,3,FSR,2012
1175,../archive/2012.QTR3/0001437749-12-009068.json,3,DPW,2012
1176,../archive/2012.QTR3/0001144204-12-044668.json,3,FSRL,2012
1177,../archive/2012.QTR3/0001437749-12-007975.json,3,LNDC,2012
1178,../archive/2012.QTR3/0001193125-12-347827.json,3,AEXC,2012
1179,../archive/2012.QTR3/0001193125-12-339392.json,3,WFC,2012
1180,../archive/2012.QTR3/0001193125-12-360607.json,3,JGRI,2012
1181,../archive/2012.QTR3/0001076542-12-000151.json,3,WGEI,2012
1182,../archive/2012.QTR3/0001499875-12-000010.json,3,CK0001526113,2012
1183,../archive/2012.QTR3/0001062993-12-003143.json,3,CTBX,2012
1184,../archive/2012.QTR3/0001140361-12-035776.json,3,ALC,2012
1185,../archive/2012.QTR3/0001193125-12-327158.json,3,DM,2012
1186,../archive/2012.QTR3/0001064728-12-000059.json,3,BTU,2012
1187,../archive/2012.QTR3/0001104659-12-055307.json,3,RADH,2012
1188,../archive/2012.QTR3/0001193125-12-334774.json,3,NAVG,2012
1189,../archive/2012.QTR3/0001104659-12-057290.json,3,PULB,2012
