_c0,_c1,_c2,_c3,_c4
json_id,location,quarter,ticker,year
4214,../archive/2014.QTR4/0001354488-14-005813.json,4,STARB,2014
4215,../archive/2014.QTR4/0001104659-14-080834.json,4,AAAO,2014
4216,../archive/2014.QTR4/0000897723-14-000022.json,4,SANM,2014
4217,../archive/2014.QTR4/0001019687-14-004057.json,4,NONE,2014
4218,../archive/2014.QTR4/0001437749-14-019895.json,4,GECR,2014
4219,../archive/2014.QTR4/0001193125-14-439007.json,4,MLNK,2014
4220,../archive/2014.QTR4/0001193125-14-403546.json,4,NE,2014
4221,../archive/2014.QTR4/0001564590-14-005961.json,4,ARWR,2014
4222,../archive/2014.QTR4/0001144204-14-066960.json,4,SHBI,2014
4223,../archive/2014.QTR4/0000876523-14-000102.json,4,EZPW,2014
4224,../archive/2014.QTR4/0001354488-14-005794.json,4,PTN,2014
4225,../archive/2014.QTR4/0000093410-14-000049.json,4,CVX,2014
4226,../archive/2014.QTR4/0001285819-14-000012.json,4,OMER,2014
4227,../archive/2014.QTR4/0000930413-14-004547.json,4,WTT,2014
4228,../archive/2014.QTR4/0001193125-14-412880.json,4,TDG,2014
4229,../archive/2014.QTR4/0001193125-14-402479.json,4,SYNT,2014
4230,../archive/2014.QTR4/0000073887-14-000020.json,4,BRS,2014
4231,../archive/2014.QTR4/0001144204-14-066063.json,4,ECYT,2014
4232,../archive/2014.QTR4/0001445305-14-005643.json,4,LWENERGY,2014
4233,../archive/2014.QTR4/0001493152-14-004316.json,4,APLL,2014
4234,../archive/2014.QTR4/0001104659-14-077737.json,4,NP,2014
4235,../archive/2014.QTR4/0001193125-14-405353.json,4,CK0001596089,2014
4236,../archive/2014.QTR4/0001144204-14-069683.json,4,CIK0001589361,2014
4237,../archive/2014.QTR4/0000802967-14-000043.json,4,SIDE,2014
4238,../archive/2014.QTR4/0001437749-14-020869.json,4,CATS,2014
4239,../archive/2014.QTR4/0001318084-14-000020.json,4,CORE,2014
4240,../archive/2014.QTR4/0001615774-14-000352.json,4,DTST,2014
4241,../archive/2014.QTR4/0001193125-14-373244.json,4,ESI,2014
4242,../archive/2014.QTR4/0001104659-14-079729.json,4,RGEC,2014
4243,../archive/2014.QTR4/0001493152-14-003980.json,4,RKMI,2014
4244,../archive/2014.QTR4/0000047111-14-000042.json,4,HSY,2014
