json_id,location,quarter,ticker,year
3240,../archive/2022.QTR1/0001558370-22-003659.json,1,ALT,2022
3241,../archive/2022.QTR1/0000200406-22-000022.json,1,JNJ,2022
3242,../archive/2022.QTR1/0000721994-22-000024.json,1,LKFN,2022
3243,../archive/2022.QTR1/0001576018-22-000021.json,1,SPNT,2022
3244,../archive/2022.QTR1/0000769397-22-000019.json,1,ADSK,2022
3245,../archive/2022.QTR1/0001743745-22-000011.json,1,GNLN,2022
3246,../archive/2022.QTR1/0001840776-22-000024.json,1,HGTY,2022
3247,../archive/2022.QTR1/0000950170-22-003648.json,1,HLLY,2022
3248,../archive/2022.QTR1/0001199835-22-000171.json,1,GRMC,2022
3249,../archive/2022.QTR1/0001728949-22-000012.json,1,QCOM,2022
3250,../archive/2022.QTR1/0001213900-22-010593.json,1,GWII,2022
3251,../archive/2022.QTR1/0001564590-22-011824.json,1,SOHO,2022
3252,../archive/2022.QTR1/0001104659-22-041168.json,1,WULF,2022
3253,../archive/2022.QTR1/0001213900-22-003452.json,1,JAWS,2022
3254,../archive/2022.QTR1/0001628280-22-004350.json,1,DASH,2022
3255,../archive/2022.QTR1/0001410578-22-000094.json,1,FSFG,2022
3256,../archive/2022.QTR1/0001784031-22-000010.json,1,APA,2022
3257,../archive/2022.QTR1/0001437749-22-007827.json,1,ARAV,2022
3258,../archive/2022.QTR1/0001558370-22-001536.json,1,TBBA,2022
3259,../archive/2022.QTR1/0001193125-22-092093.json,1,HIII,2022
3260,../archive/2022.QTR1/0001213900-22-011195.json,1,AAQC,2022
3261,../archive/2022.QTR1/0001213900-22-001896.json,1,GSHN,2022
3262,../archive/2022.QTR1/0001387131-22-004454.json,1,MEP,2022
3263,../archive/2022.QTR1/0001640334-22-000492.json,1,BXXY,2022
3264,../archive/2022.QTR1/0001637655-22-000062.json,1,HZN,2022
3265,../archive/2022.QTR1/0001493152-22-006850.json,1,BBLG,2022
3266,../archive/2022.QTR1/0001410578-22-000581.json,1,CNTQ,2022
3267,../archive/2022.QTR1/0001171520-22-000032.json,1,SOTK,2022
3268,../archive/2022.QTR1/0000908315-22-000008.json,1,C315,2022
3269,../archive/2022.QTR1/0001096906-22-000717.json,1,BYOC,2022
3270,../archive/2022.QTR1/0000094344-22-000006.json,1,STC,2022
3271,../archive/2022.QTR1/0001213900-22-002185.json,1,CLAS,2022
3272,../archive/2022.QTR1/0001818382-22-000011.json,1,HUMA,2022
3273,../archive/2022.QTR1/0001437749-22-005725.json,1,TDW,2022
3274,../archive/2022.QTR1/0001493152-22-007191.json,1,JVA,2022
3275,../archive/2022.QTR1/0001866550-22-000006.json,1,TWKS,2022
3276,../archive/2022.QTR1/0001564590-22-012588.json,1,LUXAU,2022
3277,../archive/2022.QTR1/0001072613-22-000370.json,1,NSSI,2022
3278,../archive/2022.QTR1/0001185185-22-000171.json,1,VADP,2022
3279,../archive/2022.QTR1/0001808665-22-000012.json,1,ASRT,2022
3280,../archive/2022.QTR1/0001640334-22-000304.json,1,ELRE,2022
3281,../archive/2022.QTR1/0001493152-22-001100.json,1,AFHC,2022
