_c0,_c1,_c2,_c3,_c4
json_id,location,quarter,ticker,year
5562,../archive/2012.QTR2/0001213900-12-002944.json,2,FIL,2012
5563,../archive/2012.QTR2/0001140361-12-021199.json,2,CRDN,2012
5564,../archive/2012.QTR2/0000930413-12-003211.json,2,GEGP,2012
5565,../archive/2012.QTR2/0001062993-12-001697.json,2,NADVF,2012
5566,../archive/2012.QTR2/0001193125-12-210474.json,2,WCRX,2012
5567,../archive/2012.QTR2/0001193125-12-257405.json,2,BLOX,2012
5568,../archive/2012.QTR2/0001193125-12-265124.json,2,STRM,2012
5569,../archive/2012.QTR2/0001104659-12-025492.json,2,NRLB,2012
5570,../archive/2012.QTR2/0001144204-12-031081.json,2,NEAU,2012
5571,../archive/2012.QTR2/0001193125-12-222155.json,2,ANDE,2012
5572,../archive/2012.QTR2/0001193125-12-225690.json,2,GAIA,2012
5573,../archive/2012.QTR2/0001393311-12-000027.json,2,PSA,2012
5574,../archive/2012.QTR2/0001204459-12-001014.json,2,STKL,2012
5575,../archive/2012.QTR2/0001019687-12-001911.json,2,TMED,2012
5576,../archive/2012.QTR2/0001193125-12-234828.json,2,CHBD,2012
5577,../archive/2012.QTR2/0001104659-12-035168.json,2,EWBC,2012
5578,../archive/2012.QTR2/0001144204-12-037155.json,2,BCTCI,2012
5579,../archive/2012.QTR2/0001193125-12-214437.json,2,DGICA,2012
5580,../archive/2012.QTR2/0000939802-12-000092.json,2,TNGS,2012
5581,../archive/2012.QTR2/0001056520-12-000228.json,2,IFCI,2012
5582,../archive/2012.QTR2/0001144204-12-032479.json,2,ROLL,2012
5583,../archive/2012.QTR2/0000002178-12-000026.json,2,AE,2012
5584,../archive/2012.QTR2/0001104659-12-035646.json,2,NEN,2012
5585,../archive/2012.QTR2/0001437749-12-005126.json,2,AEHI,2012
5586,../archive/2012.QTR2/0001193125-12-219481.json,2,END,2012
5587,../archive/2012.QTR2/0001193125-12-225917.json,2,SGNT,2012
5588,../archive/2012.QTR2/0001199835-12-000359.json,2,RLIA,2012
5589,../archive/2012.QTR2/0001193125-12-211818.json,2,AHS,2012
5590,../archive/2012.QTR2/0001477932-12-001156.json,2,JHDG,2012
5591,../archive/2012.QTR2/0001437749-12-004737.json,2,FFKT,2012
5592,../archive/2012.QTR2/0001127855-12-000255.json,2,PZOO,2012
5593,../archive/2012.QTR2/0001393905-12-000325.json,2,LRDO,2012
5594,../archive/2012.QTR2/0001193125-12-225014.json,2,NRTLQ,2012
5595,../archive/2012.QTR2/0001193125-12-150141.json,2,ALOT,2012
5596,../archive/2012.QTR2/0001144204-12-022029.json,2,RPTN,2012
5597,../archive/2012.QTR2/0001193125-12-225501.json,2,VOCS,2012
5598,../archive/2012.QTR2/0001437749-12-004222.json,2,JBHT,2012
5599,../archive/2012.QTR2/0001104659-12-033287.json,2,KKR,2012
5600,../archive/2012.QTR2/0001193125-12-233085.json,2,CIK0000313151,2012
5601,../archive/2012.QTR2/0001445305-12-001152.json,2,R,2012
5602,../archive/2012.QTR2/0001193125-12-182321.json,2,AAPL,2012
5603,../archive/2012.QTR2/0001019687-12-001383.json,2,BLQN,2012
5604,../archive/2012.QTR2/0000054507-12-000011.json,2,WR,2012
5605,../archive/2012.QTR2/0001144204-12-028832.json,2,RDGA,2012
5606,../archive/2012.QTR2/0001193125-12-208785.json,2,CEC,2012
5607,../archive/2012.QTR2/0001144204-12-034811.json,2,CLGL,2012
5608,../archive/2012.QTR2/0001193125-12-233986.json,2,SOMC,2012
5609,../archive/2012.QTR2/0001188112-12-001624.json,2,PBIP,2012
5610,../archive/2012.QTR2/0001193125-12-234193.json,2,FLDM,2012
5611,../archive/2012.QTR2/0001468010-12-000055.json,2,SFR,2012
5612,../archive/2012.QTR2/0001193125-12-230979.json,2,CIK0001487561,2012
5613,../archive/2012.QTR2/0000943440-12-000533.json,2,EASTERN,2012
5614,../archive/2012.QTR2/0001144204-12-034391.json,2,CYIG,2012
5615,../archive/2012.QTR2/0001144215-12-000060.json,2,AYI,2012
5616,../archive/2012.QTR2/0001193125-12-222047.json,2,AMD,2012
5617,../archive/2012.QTR2/0001193125-12-204175.json,2,TLAB,2012
5618,../archive/2012.QTR2/0001213900-12-002913.json,2,BMSV,2012
5619,../archive/2012.QTR2/0001144204-12-036206.json,2,ANDAU,2012
5620,../archive/2012.QTR2/0001193125-12-199644.json,2,ARET,2012
5621,../archive/2012.QTR2/0001014739-12-000008.json,2,BIOS,2012
5622,../archive/2012.QTR2/0001193125-12-222417.json,2,SZYM,2012
5623,../archive/2012.QTR2/0001104659-12-033004.json,2,CVD,2012
5624,../archive/2012.QTR2/0001078782-12-001367.json,2,MAIN,2012
5625,../archive/2012.QTR2/0000030419-12-000021.json,2,DEXO,2012
5626,../archive/2012.QTR2/0001165195-12-000021.json,2,BLTA,2012
5627,../archive/2012.QTR2/0001052918-12-000297.json,2,BOVKF,2012
5628,../archive/2012.QTR2/0001019687-12-001803.json,2,NONE,2012
5629,../archive/2012.QTR2/0001144204-12-029409.json,2,PRTI,2012
5630,../archive/2012.QTR2/0001193125-12-208156.json,2,CALX,2012
5631,../archive/2012.QTR2/0001437749-12-004808.json,2,HXBM,2012
5632,../archive/2012.QTR2/0001052918-12-000278.json,2,BTHI,2012
5633,../archive/2012.QTR2/0000074260-12-000036.json,2,ORI,2012
5634,../archive/2012.QTR2/0001193125-12-210970.json,2,HME,2012
5635,../archive/2012.QTR2/0000048039-12-000012.json,2,HFC,2012
5636,../archive/2012.QTR2/0001204459-12-001043.json,2,CPGI,2012
5637,../archive/2012.QTR2/0001014897-12-000103.json,2,PGRD,2012
5638,../archive/2012.QTR2/0001193125-12-204460.json,2,SBUX,2012
5639,../archive/2012.QTR2/0001193125-12-210073.json,2,CCNE,2012
5640,../archive/2012.QTR2/0001193125-12-225297.json,2,USL,2012
5641,../archive/2012.QTR2/0000914317-12-000929.json,2,NEBS,2012
5642,../archive/2012.QTR2/0001023458-12-000047.json,2,AEI21,2012
5643,../archive/2012.QTR2/0001193125-12-231684.json,2,RXIII,2012
5644,../archive/2012.QTR2/0001171500-12-000012.json,2,PTP,2012
5645,../archive/2012.QTR2/0001494733-12-000062.json,2,KNKT,2012
