_c0,_c1,_c2,_c3,_c4
json_id,location,quarter,ticker,year
940,../archive/2013.QTR1/0001193125-13-087866.json,1,ARNA,2013
941,../archive/2013.QTR1/0000009092-13-000004.json,1,BMI,2013
942,../archive/2013.QTR1/0000054473-13-000011.json,1,KCLI,2013
943,../archive/2013.QTR1/0001213900-13-001148.json,1,PSTX,2013
944,../archive/2013.QTR1/0000070858-13-000097.json,1,BAC,2013
945,../archive/2013.QTR1/0001193125-13-043547.json,1,FIO,2013
946,../archive/2013.QTR1/0001193125-13-065025.json,1,NVR,2013
947,../archive/2013.QTR1/0001193125-13-043117.json,1,BEBE,2013
948,../archive/2013.QTR1/0001193125-13-065475.json,1,ALNY,2013
949,../archive/2013.QTR1/0001193125-13-067448.json,1,AIZ,2013
950,../archive/2013.QTR1/0001144204-13-018070.json,1,ENSV,2013
951,../archive/2013.QTR1/0001206774-13-000625.json,1,PPC,2013
952,../archive/2013.QTR1/0001047469-13-002844.json,1,SUPN,2013
953,../archive/2013.QTR1/0001515382-13-000010.json,1,CC,2013
954,../archive/2013.QTR1/0001019687-13-000435.json,1,AEMD,2013
955,../archive/2013.QTR1/0001193125-13-124348.json,1,CSBB,2013
956,../archive/2013.QTR1/0001511164-13-000091.json,1,LGSR,2013
957,../archive/2013.QTR1/0001475922-13-000004.json,1,PRI,2013
958,../archive/2013.QTR1/0001144204-13-009374.json,1,ADXS,2013
959,../archive/2013.QTR1/0001104659-13-009724.json,1,NCSO,2013
960,../archive/2013.QTR1/0001096906-13-000230.json,1,SCRA,2013
961,../archive/2013.QTR1/0001144204-13-015707.json,1,FEEC,2013
962,../archive/2013.QTR1/0000073020-13-000007.json,1,NWN,2013
963,../archive/2013.QTR1/0001336917-13-000013.json,1,UA,2013
964,../archive/2013.QTR1/0001437749-13-001607.json,1,VRDT,2013
965,../archive/2013.QTR1/0001415889-13-000240.json,1,IRSN,2013
966,../archive/2013.QTR1/0001393905-13-000017.json,1,LSBA,2013
967,../archive/2013.QTR1/0001193125-13-067262.json,1,TYL,2013
968,../archive/2013.QTR1/0001144204-13-003016.json,1,DENR,2013
969,../archive/2013.QTR1/0001381668-13-000008.json,1,TFSL,2013
970,../archive/2013.QTR1/0001047469-13-001511.json,1,GNC,2013
971,../archive/2013.QTR1/0000064040-13-000008.json,1,MHP,2013
972,../archive/2013.QTR1/0000083246-13-000006.json,1,HSBCUSA,2013
973,../archive/2013.QTR1/0001193125-13-087935.json,1,FLT,2013
974,../archive/2013.QTR1/0001104659-13-025827.json,1,GTWN,2013
975,../archive/2013.QTR1/0001144204-13-014229.json,1,HPCCP,2013
976,../archive/2013.QTR1/0001165527-13-000147.json,1,EDRG,2013
977,../archive/2013.QTR1/0001294606-13-000057.json,1,SANP,2013
978,../archive/2013.QTR1/0001437749-13-002494.json,1,JBT,2013
979,../archive/2013.QTR1/0001140361-13-009153.json,1,NSPW,2013
980,../archive/2013.QTR1/0001193125-13-129215.json,1,CK0000911503,2013
981,../archive/2013.QTR1/0000909012-13-000023.json,1,PSSR,2013
982,../archive/2013.QTR1/0001047469-13-001454.json,1,CRWN,2013
983,../archive/2013.QTR1/0001193125-13-040054.json,1,GHM,2013
984,../archive/2013.QTR1/0001193125-13-033829.json,1,JCI,2013
985,../archive/2013.QTR1/0001193125-13-083130.json,1,TILE,2013
986,../archive/2013.QTR1/0000310568-13-000008.json,1,MSCC,2013
987,../archive/2013.QTR1/0001193125-13-134427.json,1,CFIS,2013
988,../archive/2013.QTR1/0001213900-13-001277.json,1,AAAB,2013
989,../archive/2013.QTR1/0001193125-13-097870.json,1,HITK,2013
990,../archive/2013.QTR1/0001193125-13-110178.json,1,IPAS,2013
991,../archive/2013.QTR1/0000897101-13-000161.json,1,FLXS,2013
992,../archive/2013.QTR1/0001437749-13-001312.json,1,CBI,2013
993,../archive/2013.QTR1/0001193125-13-126699.json,1,MOV,2013
994,../archive/2013.QTR1/0001361709-13-000012.json,1,SUSS,2013
995,../archive/2013.QTR1/0001188112-13-000887.json,1,TOF,2013
996,../archive/2013.QTR1/0001144204-13-017393.json,1,RELV,2013
997,../archive/2013.QTR1/0001000228-13-000010.json,1,HSIC,2013
998,../archive/2013.QTR1/0001140361-13-013362.json,1,FPP,2013
999,../archive/2013.QTR1/0001096906-13-000226.json,1,AXN,2013
1000,../archive/2013.QTR1/0001193125-13-050392.json,1,MEIP,2013
1001,../archive/2013.QTR1/0001140361-13-007771.json,1,MPAA,2013
1002,../archive/2013.QTR1/0000278041-13-000029.json,1,ISH,2013
1003,../archive/2013.QTR1/0001387308-13-000022.json,1,CGHC,2013
1004,../archive/2013.QTR1/0001193125-13-116690.json,1,CTF,2013
1005,../archive/2013.QTR1/0001140361-13-012573.json,1,PKT,2013
1006,../archive/2013.QTR1/0001274057-13-000006.json,1,HSP,2013
1007,../archive/2013.QTR1/0001193125-13-084163.json,1,OZM,2013
1008,../archive/2013.QTR1/0001011060-13-000004.json,1,ASNB,2013
1009,../archive/2013.QTR1/0001193125-13-129429.json,1,ACEFL,2013
1010,../archive/2013.QTR1/0000730000-13-000006.json,1,SUPX,2013
1011,../archive/2013.QTR1/0000914317-13-000318.json,1,PGC,2013
1012,../archive/2013.QTR1/0001305014-13-000017.json,1,ASH,2013
1013,../archive/2013.QTR1/0001062993-13-000619.json,1,UEPS,2013
1014,../archive/2013.QTR1/0001144204-13-011302.json,1,CCG,2013
1015,../archive/2013.QTR1/0001047469-13-001792.json,1,CVD,2013
1016,../archive/2013.QTR1/0001019056-13-000452.json,1,LCDXOTCBB,2013
1017,../archive/2013.QTR1/0000004904-13-000025.json,1,AEP,2013
1018,../archive/2013.QTR1/0001445305-13-000563.json,1,DK,2013
1019,../archive/2013.QTR1/0000058492-13-000002.json,1,LEG,2013
1020,../archive/2013.QTR1/0001193125-13-086670.json,1,DBS,2013
1021,../archive/2013.QTR1/0000833079-13-000051.json,1,MTH,2013
1022,../archive/2013.QTR1/0000739421-13-000007.json,1,CZFS,2013
1023,../archive/2013.QTR1/0001489136-13-000006.json,1,SEMG,2013
1024,../archive/2013.QTR1/0001455271-13-000019.json,1,GAHR,2013
1025,../archive/2013.QTR1/0000889570-13-000003.json,1,RGC,2013
1026,../archive/2013.QTR1/0001096906-13-000158.json,1,ATCIIIX,2013
1027,../archive/2013.QTR1/0001047469-13-002690.json,1,HWTL,2013
1028,../archive/2013.QTR1/0001140361-13-011471.json,1,SMP,2013
1029,../archive/2013.QTR1/0001193125-13-097962.json,1,BLT,2013
1030,../archive/2013.QTR1/0000859598-13-000024.json,1,CKH,2013
1031,../archive/2013.QTR1/0001047469-13-001950.json,1,MNTA,2013
1032,../archive/2013.QTR1/0001513162-13-000242.json,1,CDTI,2013
1033,../archive/2013.QTR1/0001193125-13-110085.json,1,CORT,2013
1034,../archive/2013.QTR1/0001437749-13-003682.json,1,AHRO,2013
1035,../archive/2013.QTR1/0000912595-13-000003.json,1,MAA,2013
1036,../archive/2013.QTR1/0001193125-13-103353.json,1,NL,2013
1037,../archive/2013.QTR1/0001368007-13-000005.json,1,NYX,2013
1038,../archive/2013.QTR1/0001021162-13-000004.json,1,TGI,2013
1039,../archive/2013.QTR1/0000930413-13-001722.json,1,FFCH,2013
1040,../archive/2013.QTR1/0001018005-13-000010.json,1,CWTR,2013
1041,../archive/2013.QTR1/0001165527-13-000055.json,1,NORX,2013
1042,../archive/2013.QTR1/0001047127-13-000007.json,1,AMKR,2013
1043,../archive/2013.QTR1/0001047469-13-001403.json,1,LTC,2013
1044,../archive/2013.QTR1/0001144204-13-013554.json,1,TSON,2013
1045,../archive/2013.QTR1/0001351051-13-000009.json,1,SKH,2013
1046,../archive/2013.QTR1/0001144204-13-008898.json,1,CHBT,2013
1047,../archive/2013.QTR1/0001144204-13-017794.json,1,HBMD,2013
1048,../archive/2013.QTR1/0001441634-13-000003.json,1,AVGO,2013
1049,../archive/2013.QTR1/0001047469-13-002805.json,1,DTLK,2013
1050,../archive/2013.QTR1/0001144204-13-013387.json,1,ABHI,2013
1051,../archive/2013.QTR1/0001213900-13-000718.json,1,CJJD,2013
1052,../archive/2013.QTR1/0001193125-13-094972.json,1,NDSN,2013
1053,../archive/2013.QTR1/0001308179-13-000024.json,1,GLW,2013
1054,../archive/2013.QTR1/0001193125-13-105454.json,1,CK0001466085,2013
1055,../archive/2013.QTR1/0001047469-13-001680.json,1,VMI,2013
1056,../archive/2013.QTR1/0001494733-13-000025.json,1,HR,2013
1057,../archive/2013.QTR1/0001193125-13-086559.json,1,HSTM,2013
1058,../archive/2013.QTR1/0001144204-13-008524.json,1,SNT,2013
1059,../archive/2013.QTR1/0001104659-13-018877.json,1,OVTI,2013
1060,../archive/2013.QTR1/0000089089-13-000003.json,1,SCI,2013
