_c0,_c1,_c2,_c3,_c4
json_id,location,quarter,ticker,year
380,../archive/2010.QTR2/0001193125-10-089763.json,2,SIAL,2010
381,../archive/2010.QTR2/0001047469-10-005075.json,2,GENZ,2010
382,../archive/2010.QTR2/0000950123-10-047159.json,2,GLD,2010
383,../archive/2010.QTR2/0001193125-10-089671.json,2,RTN,2010
384,../archive/2010.QTR2/0001047469-10-004633.json,2,VRTX,2010
385,../archive/2010.QTR2/0000950123-10-057270.json,2,DELL,2010
386,../archive/2010.QTR2/0001193125-10-112622.json,2,MMC,2010
387,../archive/2010.QTR2/0001104659-10-022539.json,2,ALL,2010
388,../archive/2010.QTR2/0000702165-10-000075.json,2,NSC,2010
389,../archive/2010.QTR2/0001193125-10-121953.json,2,EDGR,2010
390,../archive/2010.QTR2/0000040545-10-000042.json,2,GE,2010
391,../archive/2010.QTR2/0000067716-10-000047.json,2,MDU,2010
392,../archive/2010.QTR2/0000950123-10-041721.json,2,CBE,2010
393,../archive/2010.QTR2/0001104659-10-025985.json,2,ECL,2010
394,../archive/2010.QTR2/0000897101-10-001328.json,2,MDT,2010
395,../archive/2010.QTR2/0000950123-10-040472.json,2,HRS,2010
396,../archive/2010.QTR2/0001193125-10-096291.json,2,VZ,2010
397,../archive/2010.QTR2/0000097216-10-000110.json,2,TEX,2010
398,../archive/2010.QTR2/0000950123-10-037519.json,2,TROW,2010
399,../archive/2010.QTR2/0000950123-10-046773.json,2,DISH,2010
400,../archive/2010.QTR2/0001193125-10-112662.json,2,IP,2010
401,../archive/2010.QTR2/0001193125-10-094994.json,2,AMED,2010
402,../archive/2010.QTR2/0000950123-10-040577.json,2,PDE,2010
403,../archive/2010.QTR2/0000018230-10-000234.json,2,CAT,2010
404,../archive/2010.QTR2/0001193125-10-109891.json,2,CAH,2010
405,../archive/2010.QTR2/0001451505-10-000035.json,2,RIG,2010
406,../archive/2010.QTR2/0001193125-10-108296.json,2,UMBF,2010
407,../archive/2010.QTR2/0000950123-10-045688.json,2,LIFE,2010
408,../archive/2010.QTR2/0000950123-10-041274.json,2,LLY,2010
409,../archive/2010.QTR2/0001044590-10-000036.json,2,IN,2010
410,../archive/2010.QTR2/0001047469-10-004999.json,2,SPG,2010
411,../archive/2010.QTR2/0001140361-10-023724.json,2,MCHP,2010
412,../archive/2010.QTR2/0001206774-10-001178.json,2,CLX,2010
413,../archive/2010.QTR2/0001193125-10-090778.json,2,PEP,2010
414,../archive/2010.QTR2/0001193125-10-091169.json,2,MAR,2010
415,../archive/2010.QTR2/0001193125-10-146681.json,2,ACN,2010
416,../archive/2010.QTR2/0001104659-10-021504.json,2,TRV,2010
417,../archive/2010.QTR2/0001140361-10-017892.json,2,KBR,2010
